w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
440010301004017,250277531002021,1,1,0,0,1,0,0,0,0,1,20170919
440010301004024,250056331002037,1,0,1,0,0,0,1,0,0,1,20170919
440010301004029,250056332001025,1,0,0,1,0,1,0,0,1,0,20170919
440010301004029,250277471011056,1,0,1,0,0,1,0,0,1,0,20170919
440010302001016,360470205002002,1,0,1,0,1,0,0,0,0,1,20170919
440010302001019,250056401005033,1,0,1,0,0,0,1,0,0,1,20170919
440010302001021,250056304002001,1,1,0,0,0,1,0,0,0,1,20170919
440010302001021,250056552001005,1,0,1,0,0,0,1,0,0,1,20170919
440010302001023,250056321006029,1,0,0,1,1,0,0,0,0,1,20170919
440010302001023,250056451021049,1,0,1,0,1,0,0,0,0,1,20170919
440010302001031,250056403003019,1,0,1,0,0,0,1,0,0,1,20170919
440010302001031,250056461042063,1,0,0,1,0,1,0,0,0,1,20170919
440010302001031,250056510011081,1,0,1,0,0,0,1,0,0,1,20170919
440010302001031,250059855001010,1,0,0,1,0,0,1,0,0,1,20170919
440010302001031,360290079031004,1,1,0,0,0,1,0,0,0,1,20170919
440010302002000,250056331001022,1,0,1,0,0,0,1,0,0,1,20170919
440010302002000,250056332001002,1,0,1,0,0,0,1,0,0,1,20170919
440010302002000,250056332002023,1,0,1,0,0,0,1,0,0,1,20170919
440010302002000,250056425001046,1,0,1,0,0,0,1,0,0,1,20170919
440010302002000,250173301001006,1,0,0,1,0,0,1,0,0,1,20170919
440010302002000,371270111012025,1,0,0,1,0,0,1,0,0,1,20170919
440010302002001,090116909001002,1,0,1,0,0,1,0,0,0,1,20170919
440010302002001,250056138001005,1,0,1,0,0,0,1,0,0,1,20170919
440010302002001,250056311003000,1,0,1,0,1,0,0,0,0,1,20170919
440010302002001,250056322001001,1,0,1,0,0,0,1,0,0,1,20170919
440010302002001,250056322004030,1,0,0,1,1,0,0,0,0,1,20170919
440010302002001,250056402004020,1,0,1,0,0,1,0,0,0,1,20170919
440010302002001,250056425001046,1,0,1,0,0,0,1,0,0,1,20170919
440010302002001,250056425002019,1,0,1,0,0,1,0,0,0,1,20170919
440010302002001,250056441021030,1,0,0,1,0,1,0,0,0,1,20170919
440010302002001,250056442004001,1,0,1,0,0,0,1,0,0,1,20170919
440010302002001,250056451031009,1,1,0,0,0,1,0,0,0,1,20170919
440010302002003,250056441011024,1,0,1,0,0,0,1,1,0,0,20170919
440010302002003,250173691001016,1,0,1,0,0,0,1,1,0,0,20170919
440010302002006,250010103043034,1,0,1,0,0,0,1,1,0,0,20170919
440010302002009,250010147002036,1,0,1,0,0,0,1,0,1,0,20170919
440010302002013,250056416002005,1,0,1,0,0,0,1,1,0,0,20170919
440010302002022,250056420003020,1,0,0,1,0,1,0,0,0,1,20170919
440010302002023,250056312003009,1,0,1,0,1,0,0,0,1,0,20170919
440010302002023,250056321006021,1,0,0,1,1,0,0,0,0,1,20170919
440010302002023,250056321006023,1,0,1,0,0,0,1,1,0,0,20170919
440010302002023,250056451021030,1,0,1,0,0,0,1,1,0,0,20170919
440010302002023,250056451031048,1,1,0,0,0,1,0,0,0,1,20170919
440010302002023,250056531021001,1,0,1,0,0,0,1,1,0,0,20170919
440010302003001,090158004002008,1,1,0,0,1,0,0,0,0,1,20170919
440010302003001,250010103042036,1,0,0,1,1,0,0,0,0,1,20170919
440010302003001,250056151002026,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056151003008,1,0,0,1,0,1,0,0,0,1,20170919
440010302003001,250056151003014,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056151004017,1,0,0,1,0,1,0,0,0,1,20170919
440010302003001,250056311006003,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321001003,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321001004,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321001007,1,0,0,1,1,0,0,0,0,1,20170919
440010302003001,250056321002017,1,1,0,0,0,0,1,0,0,1,20170919
440010302003001,250056321002023,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321002028,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321003010,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250056321004016,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056321005008,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322001016,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250056322001032,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322001043,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322002019,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322003001,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322003006,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322003012,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322003028,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322004036,1,0,0,1,1,0,0,0,0,1,20170919
440010302003001,250056322004042,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056322005001,2,0,1,1,1,0,1,0,0,2,20170919
440010302003001,250056331001012,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056331002021,2,0,2,0,0,0,2,0,0,2,20170919
440010302003001,250056331002045,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332001001,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332001002,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332001005,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332001024,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332001032,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332002018,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056332002035,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056406004011,2,1,1,0,1,0,1,0,0,2,20170919
440010302003001,250056425001024,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056441013030,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056442004017,1,0,1,0,1,0,0,0,0,1,20170919
440010302003001,250056451021014,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056451022006,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250056451031049,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056451032020,2,0,2,0,0,0,2,0,0,2,20170919
440010302003001,250056451032021,1,1,0,0,1,0,0,0,0,1,20170919
440010302003001,250056451032028,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056451032030,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056451032034,1,0,0,1,0,1,0,0,0,1,20170919
440010302003001,250056451033000,1,0,1,0,0,1,0,0,0,1,20170919
440010302003001,250056451033036,1,0,1,0,0,1,0,0,0,1,20170919
440010302003001,250056451033038,1,1,0,0,1,0,0,0,0,1,20170919
440010302003001,250056461011043,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056461014018,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056461042050,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056519001013,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250056522003006,1,0,0,1,1,0,0,0,0,1,20170919
440010302003001,250056532041019,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056533042027,1,1,0,0,1,0,0,0,0,1,20170919
440010302003001,250056541001010,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250056541004014,1,0,1,0,0,0,1,0,0,1,20170919
440010302003001,250072002005033,1,0,0,1,1,0,0,0,0,1,20170919
440010302003001,250173372022024,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250173832003007,1,1,0,0,0,0,1,0,0,1,20170919
440010302003001,250214422022012,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250214431021040,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,250214431022004,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,360594066005001,1,0,0,1,0,0,1,0,0,1,20170919
440010302003001,360811159003002,1,0,1,0,1,0,0,0,0,1,20170919
440010302003001,371470005021005,1,0,0,1,0,0,1,0,0,1,20170919
440010302003010,250056442003020,1,0,1,0,0,0,1,0,0,1,20170919
440010302003011,090117081001056,1,1,0,0,1,0,0,0,0,1,20170919
440010302003011,090158003003000,1,0,1,0,0,1,0,0,0,1,20170919
440010302003011,250010102082084,1,0,1,0,0,0,1,0,0,1,20170919
440010302003011,250010148002013,1,0,0,1,0,1,0,0,0,1,20170919
440010302003011,250056321001000,1,0,1,0,0,1,0,0,0,1,20170919
440010302003011,250056322002019,1,0,0,1,1,0,0,0,0,1,20170919
440010302003011,250056332001004,1,0,0,1,0,0,1,0,0,1,20170919
440010302003011,250056425001000,1,0,1,0,0,1,0,0,0,1,20170919
440010302003011,250056425002042,1,0,1,0,0,1,0,0,0,1,20170919
440010302003011,250056451032028,1,0,1,0,1,0,0,0,0,1,20170919
440010302003011,250173872011035,1,1,0,0,0,0,1,0,0,1,20170919
440010302003011,250235308011052,1,0,0,1,0,0,1,0,0,1,20170919
440010302003011,250250813001003,1,0,1,0,1,0,0,0,0,1,20170919
440010302003011,370799503004012,1,1,0,0,0,0,1,0,0,1,20170919
440010302003012,250056419001004,1,0,0,1,0,1,0,0,0,1,20170919
440010302003013,090159072004008,1,0,1,0,0,1,0,0,1,0,20170919
440010302003013,250010105001021,1,1,0,0,1,0,0,0,1,0,20170919
440010302003013,250056321004000,1,1,0,0,1,0,0,0,0,1,20170919
440010302003013,250056331001000,1,0,1,0,1,0,0,0,0,1,20170919
440010302003013,250056421001045,1,0,1,0,0,1,0,0,0,1,20170919
440010302003013,250056422001007,1,0,0,1,1,0,0,0,1,0,20170919
440010302003013,250056441022040,1,0,0,1,0,1,0,0,0,1,20170919
440010302003013,250056554001030,1,0,1,0,0,1,0,0,0,1,20170919
440010302003013,360810779033001,1,1,0,0,0,1,0,0,0,1,20170919
440010302003014,250056311003040,1,0,1,0,1,0,0,0,0,1,20170919
440010302003014,250056451032020,1,0,1,0,1,0,0,0,0,1,20170919
440010302003014,250277444002000,1,1,0,0,1,0,0,0,0,1,20170919
440010302003014,360271300032001,1,1,0,0,1,0,0,0,1,0,20170919
440010302003019,090034602043004,1,1,0,0,0,1,0,0,1,0,20170919
440010302003019,250056304003022,1,0,1,0,0,0,1,0,0,1,20170919
440010302003019,250056321002026,1,0,1,0,0,0,1,0,0,1,20170919
440010302003019,250056321003023,1,1,0,0,1,0,0,0,0,1,20170919
440010302003019,250056332001047,1,0,0,1,0,0,1,0,1,0,20170919
440010302003019,250056332003015,1,0,0,1,0,0,1,0,0,1,20170919
440010302003019,250056408002009,1,0,1,0,0,1,0,0,1,0,20170919
440010302003019,250173131012004,1,1,0,0,1,0,0,0,0,1,20170919
440010302003019,360810997051010,1,1,0,0,0,1,0,0,0,1,20170919
440010302003020,250056502021041,1,1,0,0,1,0,0,0,0,1,20170919
440010302003021,090091511003001,1,1,0,0,1,0,0,0,0,1,20170919
440010302003021,250056441011005,1,0,1,0,0,1,0,1,0,0,20170919
440010302003021,250056441011039,1,0,1,0,0,1,0,1,0,0,20170919
440010302003021,250056451012040,1,0,1,0,0,0,1,0,0,1,20170919
440010302003021,250056451013001,1,0,1,0,0,0,1,0,0,1,20170919
440010302003022,090010453002000,1,0,0,1,1,0,0,0,0,1,20170919
440010302003023,250010103063009,1,0,1,0,0,1,0,0,0,1,20170919
440010302003023,250010144023007,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250010144023031,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056311006002,1,0,1,0,1,0,0,0,0,1,20170919
440010302003023,250056321001007,1,0,0,1,0,0,1,0,0,1,20170919
440010302003023,250056321006007,1,1,0,0,1,0,0,0,0,1,20170919
440010302003023,250056321006029,1,0,1,0,1,0,0,0,0,1,20170919
440010302003023,250056322005001,1,0,0,1,0,0,1,0,1,0,20170919
440010302003023,250056332002046,1,0,0,1,0,0,1,0,1,0,20170919
440010302003023,250056403003007,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056404002008,1,0,1,0,0,1,0,0,0,1,20170919
440010302003023,250056425001000,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056441022005,1,0,0,1,0,1,0,0,0,1,20170919
440010302003023,250056451012035,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056451013016,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056451021049,1,0,1,0,1,0,0,0,0,1,20170919
440010302003023,250056451022022,1,1,0,0,1,0,0,0,0,1,20170919
440010302003023,250056461031039,1,0,0,1,0,0,1,0,0,1,20170919
440010302003023,250056461042064,1,0,1,0,0,0,1,0,0,1,20170919
440010302003023,250056523001006,1,1,0,0,0,0,1,0,0,1,20170919
440010302003023,250056531011040,1,1,0,0,0,1,0,0,0,1,20170919
440010302003026,250056140002010,1,0,1,0,1,0,0,0,0,1,20170919
440010302003026,250056304001021,1,1,0,0,0,1,0,0,0,1,20170919
440010302003026,250056331001012,1,1,0,0,1,0,0,0,0,1,20170919
440010302003026,250056332002021,1,0,0,1,0,0,1,0,0,1,20170919
440010302003026,250056425002027,1,0,1,0,0,1,0,0,0,1,20170919
440010302003026,250056451031057,1,1,0,0,0,1,0,0,0,1,20170919
440010302003026,250235611003003,1,0,0,1,0,1,0,0,1,0,20170919
440010303001004,250056102042011,1,0,1,0,0,1,0,0,0,1,20170919
440010303001004,250056331002013,1,0,0,1,0,1,0,0,0,1,20170919
440010303001004,250056404002001,1,0,1,0,0,1,0,0,0,1,20170919
440010303001004,250056451032037,1,0,1,0,0,0,1,0,0,1,20170919
440010303001010,250056314001004,1,0,1,0,0,0,1,0,1,0,20170919
440010303001012,250056421003000,1,0,1,0,0,1,0,0,0,1,20170919
440010303001024,250056405003007,1,1,0,0,1,0,0,0,0,1,20170919
440010303001024,250056405004019,1,1,0,0,1,0,0,0,0,1,20170919
440010303001024,250056505001006,1,0,1,0,0,1,0,0,0,1,20170919
440010303001024,250056505003008,1,0,1,0,0,1,0,0,0,1,20170919
440010303001024,250056531022022,1,0,0,1,0,0,1,0,0,1,20170919
440010303001024,250056554001007,1,0,1,0,1,0,0,0,0,1,20170919
440010303001024,330110019002018,1,0,0,1,0,0,1,0,0,1,20170919
440010303001028,250056331001017,1,0,0,1,0,1,0,0,0,1,20170919
440010303001028,250056405004017,1,1,0,0,1,0,0,0,0,1,20170919
440010303001028,250056554001011,1,0,1,0,1,0,0,0,0,1,20170919
440010303001028,250059900000036,1,0,0,1,0,0,1,0,1,0,20170919
440010303001028,360610230005000,1,1,0,0,1,0,0,0,0,1,20170919
440010303002013,250056171014006,1,0,1,0,0,1,0,0,0,1,20170919
440010303002013,250056516002001,1,1,0,0,0,1,0,0,0,1,20170919
440010303002015,240276012041022,1,0,1,0,1,0,0,0,1,0,20170919
440010303002015,250056331001006,1,0,0,1,0,1,0,0,0,1,20170919
440010303002015,250056441013045,1,0,0,1,1,0,0,0,0,1,20170919
440010303002015,250059855001005,1,0,1,0,1,0,0,0,0,1,20170919
440010303002015,360272209014003,1,1,0,0,0,0,1,0,1,0,20170919
440010303002026,090158150002016,1,1,0,0,0,1,0,1,0,0,20170919
440010303002026,250199503071209,1,0,0,1,0,1,0,1,0,0,20170919
440010303002027,250056321001012,1,0,1,0,1,0,0,0,0,1,20170919
440010303002027,250056321002009,1,0,1,0,0,0,1,0,0,1,20170919
440010303002027,250056321006007,1,0,1,0,0,0,1,0,0,1,20170919
440010303002027,250056451032020,1,0,1,0,0,0,1,0,0,1,20170919
440010303002027,250056542003021,1,1,0,0,0,0,1,1,0,0,20170919
440010303003000,250056301011004,1,1,0,0,0,1,0,1,0,0,20170919
440010303003000,250056412002003,1,0,1,0,0,0,1,1,0,0,20170919
440010303003000,250173532001000,1,1,0,0,0,1,0,1,0,0,20170919
440010303003012,250056461033003,1,0,1,0,0,1,0,0,0,1,20170919
440010303003019,250056304002015,1,0,0,1,0,0,1,0,1,0,20170919
440010304001001,090159011005019,1,0,1,0,0,1,0,0,0,1,20170919
440010304001001,250138138011077,1,0,1,0,0,0,1,0,0,1,20170919
440010304001001,250277441014016,1,0,0,1,0,0,1,0,0,1,20170919
440010304001002,240037301002005,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250010102061094,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250056303002027,1,1,0,0,0,1,0,0,0,1,20170919
440010304001002,250056311004023,1,0,1,0,1,0,0,0,0,1,20170919
440010304001002,250056311005014,1,0,1,0,1,0,0,0,0,1,20170919
440010304001002,250056322001014,1,1,0,0,0,1,0,0,0,1,20170919
440010304001002,250056322001046,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250056404003003,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250056442005008,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250056451032018,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,250056461042000,1,0,1,0,1,0,0,0,0,1,20170919
440010304001002,250138138022021,1,0,1,0,0,0,1,0,0,1,20170919
440010304001002,250235411002062,1,0,1,0,0,1,0,0,0,1,20170919
440010304001002,361190108031002,1,1,0,0,1,0,0,0,0,1,20170919
440010304001003,250056532041014,1,1,0,0,0,0,1,0,0,1,20170919
440010304001003,250250917001005,1,1,0,0,0,0,1,0,0,1,20170919
440010304001004,090158003001020,1,0,1,0,0,1,0,0,0,1,20170919
440010304001004,250056002032018,1,0,0,1,0,0,1,0,1,0,20170919
440010304001004,250056102033010,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250056112022042,1,0,1,0,0,1,0,0,1,0,20170919
440010304001004,250056137001024,1,0,1,0,0,1,0,0,1,0,20170919
440010304001004,250056139023000,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250056303004016,1,1,0,0,0,1,0,0,0,1,20170919
440010304001004,250056321004005,1,0,1,0,1,0,0,0,1,0,20170919
440010304001004,250056322001044,1,0,1,0,1,0,0,0,1,0,20170919
440010304001004,250056322005011,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250056331001022,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250056331001029,1,0,0,1,1,0,0,0,1,0,20170919
440010304001004,250056442003025,1,0,0,1,1,0,0,0,1,0,20170919
440010304001004,250056442004001,1,0,0,1,1,0,0,0,1,0,20170919
440010304001004,250056442005000,1,0,0,1,1,0,0,0,1,0,20170919
440010304001004,250056451032010,1,0,1,0,1,0,0,0,1,0,20170919
440010304001004,250056461042099,1,0,1,0,1,0,0,0,0,1,20170919
440010304001004,250056502013034,1,0,0,1,0,0,1,0,1,0,20170919
440010304001004,250056502021046,1,0,0,1,0,0,1,0,1,0,20170919
440010304001004,250056511004010,1,0,1,0,0,0,1,0,1,0,20170919
440010304001004,250056551001010,1,0,1,0,0,1,0,0,1,0,20170919
440010304001004,250056551002019,1,0,0,1,0,0,1,0,1,0,20170919
440010304001004,250056551002030,1,0,1,0,0,1,0,0,1,0,20170919
440010304001004,250056553003024,1,0,1,0,0,0,1,0,1,0,20170919
440010304001004,250235052003045,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250235421013023,1,1,0,0,1,0,0,0,1,0,20170919
440010304001004,250235423005000,1,0,0,1,0,0,1,0,1,0,20170919
440010304001004,250235431001002,1,0,1,0,0,0,1,0,1,0,20170919
440010304001004,330110110001020,1,1,0,0,1,0,0,0,0,1,20170919
440010304001004,420430226062021,1,1,0,0,1,0,0,0,0,1,20170919
440010304001011,250010102082101,1,0,1,0,0,0,1,1,0,0,20170919
440010304001011,250056531013036,1,0,0,1,0,0,1,0,1,0,20170919
440010304001018,090116961003021,1,0,1,0,0,0,1,0,0,1,20170919
440010304001018,250056533042059,1,0,1,0,0,0,1,0,0,1,20170919
440010304002001,090158200001052,1,0,1,0,0,1,0,0,0,1,20170919
440010304002001,240338002092002,1,0,1,0,0,1,0,0,0,1,20170919
440010304002014,250056322003001,1,0,0,1,1,0,0,0,0,1,20170919
440010304002019,250056139022006,1,0,1,0,0,0,1,0,1,0,20170919
440010304002019,250056502013038,1,0,1,0,0,0,1,0,1,0,20170919
440010304002019,250056516002015,1,0,0,1,0,1,0,0,1,0,20170919
440010304002019,250173395002014,1,0,1,0,0,0,1,0,1,0,20170919
440010304002020,250056321005008,1,0,1,0,0,1,0,0,1,0,20170919
440010304002021,250056404001003,1,0,1,0,0,1,0,0,0,1,20170919
440010304002021,250056441011014,1,0,1,0,0,0,1,0,0,1,20170919
440010304002022,250056331001012,1,0,1,0,0,1,0,1,0,0,20170919
440010304002022,250056331002034,1,0,1,0,0,1,0,1,0,0,20170919
440010304002025,250056532041023,1,1,0,0,0,0,1,0,0,1,20170919
440010304003000,090034715002013,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,090116501003063,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,090117101002034,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,090138501001009,1,1,0,0,0,1,0,0,0,1,20170919
440010304003000,230050020011000,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250056111022020,1,0,1,0,0,0,1,0,0,1,20170919
440010304003000,250056151005000,1,0,1,0,0,1,0,0,0,1,20170919
440010304003000,250056311004010,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250056315002011,1,1,0,0,0,1,0,0,0,1,20170919
440010304003000,250056321003012,1,0,1,0,0,1,0,0,0,1,20170919
440010304003000,250056331001012,1,0,0,1,0,0,1,0,0,1,20170919
440010304003000,250056331001025,1,0,1,0,0,1,0,0,0,1,20170919
440010304003000,250056409013001,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,250056413003003,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,250056424001001,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250056441011028,1,0,1,0,0,0,1,0,0,1,20170919
440010304003000,250056451013013,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250056451013018,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250056507001003,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,250056516003014,1,0,1,0,1,0,0,0,0,1,20170919
440010304003000,250199502001019,1,0,1,0,0,0,1,0,0,1,20170919
440010304003000,250214564023014,1,0,0,1,0,0,1,0,0,1,20170919
440010304003000,250235071043019,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,250277102005021,1,1,0,0,1,0,0,0,0,1,20170919
440010304003000,250277573001017,1,1,0,0,1,0,0,0,1,0,20170919
440010304003000,330150670001020,1,1,0,0,1,0,0,0,0,1,20170919
440010304003002,250010105001054,1,0,0,1,0,1,0,0,0,1,20170919
440010304003007,250056516004018,1,1,0,0,0,1,0,0,0,1,20170919
440010304003009,250056407002010,1,0,1,0,0,0,1,0,0,1,20170919
440010304003010,250056321002013,1,1,0,0,1,0,0,0,0,1,20170919
440010304003010,250056403003011,1,0,0,1,0,0,1,0,1,0,20170919
440010304003010,250056451021032,1,0,1,0,0,0,1,0,1,0,20170919
440010304003020,090093452011000,1,0,0,1,0,0,1,0,0,1,20170919
440010304003020,090117051011017,1,1,0,0,1,0,0,0,0,1,20170919
440010304003020,250056112022014,1,0,1,0,0,0,1,0,0,1,20170919
440010304003020,250056151002018,1,0,1,0,0,1,0,0,0,1,20170919
440010304003020,250056311005005,1,0,1,0,1,0,0,0,0,1,20170919
440010304003020,250056322004030,1,0,0,1,1,0,0,0,0,1,20170919
440010304003020,250056516002014,1,0,1,0,1,0,0,0,0,1,20170919
440010304003020,250056531021004,1,0,1,0,0,1,0,0,0,1,20170919
440010304003020,250056533042033,1,1,0,0,0,1,0,0,0,1,20170919
440010304003020,250214132004009,1,1,0,0,0,1,0,0,0,1,20170919
440010304003020,250235081014019,1,1,0,0,1,0,0,0,0,1,20170919
440010304003020,250235261003016,1,0,1,0,0,0,1,0,0,1,20170919
440010304003020,250277391004006,1,0,0,1,0,0,1,0,0,1,20170919
440010304003020,250277461002012,1,1,0,0,0,0,1,0,0,1,20170919
440010304003020,250277561023000,1,0,1,0,0,0,1,0,0,1,20170919
440010304003020,420750032002050,1,1,0,0,1,0,0,0,0,1,20170919
440010304003025,250056331001001,1,0,1,0,0,1,0,0,0,1,20170919
440010304003025,250056531012003,1,0,0,1,0,0,1,0,1,0,20170919
440010304003030,250056134001042,1,0,1,0,0,0,1,0,0,1,20170919
440010304003030,250173852022033,1,0,0,1,0,0,1,0,0,1,20170919
440010305001002,250056332001030,1,0,0,1,0,0,1,0,0,1,20170919
440010305001006,250010143004027,1,0,0,1,1,0,0,0,0,1,20170919
440010305001006,250056171012003,1,0,1,0,0,1,0,0,0,1,20170919
440010305001006,250056321005008,1,0,0,1,0,1,0,0,0,1,20170919
440010305001006,250056419001006,1,0,1,0,0,1,0,0,0,1,20170919
440010305001006,250056451012007,1,0,1,0,1,0,0,0,0,1,20170919
440010305001006,250056451021033,1,0,0,1,0,1,0,0,0,1,20170919
