"Residence","Residence State","Residence FIPS","Workplace","Workplace State","Workplace FIPS","Year","Variable","Measure Type","Value"
"Abington","MA",2502300170,"New Haven","CT",900952070,2014,"Commuters","Number",3
"Abington","MA",2502300170,"Farmington","CT",900327600,2014,"Commuters","Number",2
"Abington","MA",2502300170,"New London","CT",901152350,2014,"Commuters","Number",2
"Abington","MA",2502300170,"Bristol","CT",900308490,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Cheshire","CT",900914160,2014,"Commuters","Number",1
"Abington","MA",2502300170,"East Hartford","CT",900322630,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Fairfield","CT",900126620,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Groton","CT",901134250,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Hartford","CT",900337070,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Killingly","CT",901540500,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Middletown","CT",900747360,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Milford","CT",900947535,2014,"Commuters","Number",1
"Abington","MA",2502300170,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Norwalk","CT",900156060,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Waterbury","CT",900980070,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Westbrook","CT",900781680,2014,"Commuters","Number",1
"Abington","MA",2502300170,"Windsor","CT",900387000,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Waterbury","CT",900980070,2014,"Commuters","Number",4
"Acton","MA",2501700380,"Bridgeport","CT",900108070,2014,"Commuters","Number",3
"Acton","MA",2501700380,"New Haven","CT",900952070,2014,"Commuters","Number",3
"Acton","MA",2501700380,"Stamford","CT",900173070,2014,"Commuters","Number",3
"Acton","MA",2501700380,"West Hartford","CT",900382590,2014,"Commuters","Number",3
"Acton","MA",2501700380,"Groton","CT",901134250,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Hartford","CT",900337070,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Killingly","CT",901540500,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Manchester","CT",900344700,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Middletown","CT",900747360,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Montville","CT",901148900,2014,"Commuters","Number",2
"Acton","MA",2501700380,"Avon","CT",900302060,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Branford","CT",900907310,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Cheshire","CT",900914160,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Danbury","CT",900118500,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Fairfield","CT",900126620,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Farmington","CT",900327600,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Franklin","CT",901129910,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Glastonbury","CT",900331240,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Greenwich","CT",900133620,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Ridgefield","CT",900163970,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Torrington","CT",900576570,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Wallingford","CT",900978740,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Westport","CT",900183500,2014,"Commuters","Number",1
"Acton","MA",2501700380,"Windsor","CT",900387000,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Hartford","CT",900337070,2014,"Commuters","Number",3
"Acushnet","MA",2500500520,"New Haven","CT",900952070,2014,"Commuters","Number",2
"Acushnet","MA",2500500520,"Plainville","CT",900360120,2014,"Commuters","Number",2
"Acushnet","MA",2500500520,"Coventry","CT",901317800,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Ledyard","CT",901142600,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Manchester","CT",900344700,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Mansfield","CT",901344910,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Milford","CT",900947535,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"North Haven","CT",900954870,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Wallingford","CT",900978740,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Waterford","CT",901180280,2014,"Commuters","Number",1
"Acushnet","MA",2500500520,"Woodbridge","CT",900987700,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Salisbury","CT",900566420,2014,"Commuters","Number",5
"Adams","MA",2500300555,"Hartford","CT",900337070,2014,"Commuters","Number",4
"Adams","MA",2500300555,"North Canaan","CT",900554030,2014,"Commuters","Number",3
"Adams","MA",2500300555,"Cromwell","CT",900718080,2014,"Commuters","Number",2
"Adams","MA",2500300555,"Enfield","CT",900325990,2014,"Commuters","Number",2
"Adams","MA",2500300555,"Norwalk","CT",900156060,2014,"Commuters","Number",2
"Adams","MA",2500300555,"Norwich","CT",901156270,2014,"Commuters","Number",2
"Adams","MA",2500300555,"Simsbury","CT",900368940,2014,"Commuters","Number",2
"Adams","MA",2500300555,"Avon","CT",900302060,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Bolton","CT",901306260,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Bridgeport","CT",900108070,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Bristol","CT",900308490,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Danbury","CT",900118500,2014,"Commuters","Number",1
"Adams","MA",2500300555,"East Hartford","CT",900322630,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Glastonbury","CT",900331240,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Groton","CT",901134250,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Madison","CT",900944560,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Manchester","CT",900344700,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Mansfield","CT",901344910,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Meriden","CT",900946520,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Middletown","CT",900747360,2014,"Commuters","Number",1
"Adams","MA",2500300555,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Adams","MA",2500300555,"New Hartford","CT",900551350,2014,"Commuters","Number",1
"Adams","MA",2500300555,"New Haven","CT",900952070,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Oxford","CT",900958300,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Waterbury","CT",900980070,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Westbrook","CT",900781680,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Willington","CT",901385950,2014,"Commuters","Number",1
"Adams","MA",2500300555,"Windsor","CT",900387000,2014,"Commuters","Number",1
"Addison","NY",3610100287,"West Hartford","CT",900382590,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Enfield","CT",900325990,2014,"Commuters","Number",513
"Agawam","MA",2501300840,"Windsor","CT",900387000,2014,"Commuters","Number",430
"Agawam","MA",2501300840,"Hartford","CT",900337070,2014,"Commuters","Number",205
"Agawam","MA",2501300840,"Windsor Locks","CT",900387070,2014,"Commuters","Number",171
"Agawam","MA",2501300840,"Bloomfield","CT",900305910,2014,"Commuters","Number",153
"Agawam","MA",2501300840,"Suffield","CT",900374540,2014,"Commuters","Number",107
"Agawam","MA",2501300840,"East Granby","CT",900322070,2014,"Commuters","Number",85
"Agawam","MA",2501300840,"East Windsor","CT",900324800,2014,"Commuters","Number",83
"Agawam","MA",2501300840,"South Windsor","CT",900371390,2014,"Commuters","Number",67
"Agawam","MA",2501300840,"Simsbury","CT",900368940,2014,"Commuters","Number",61
"Agawam","MA",2501300840,"East Hartford","CT",900322630,2014,"Commuters","Number",52
"Agawam","MA",2501300840,"Manchester","CT",900344700,2014,"Commuters","Number",44
"Agawam","MA",2501300840,"Avon","CT",900302060,2014,"Commuters","Number",34
"Agawam","MA",2501300840,"Farmington","CT",900327600,2014,"Commuters","Number",31
"Agawam","MA",2501300840,"Somers","CT",901369220,2014,"Commuters","Number",26
"Agawam","MA",2501300840,"West Hartford","CT",900382590,2014,"Commuters","Number",24
"Agawam","MA",2501300840,"Granby","CT",900332640,2014,"Commuters","Number",21
"Agawam","MA",2501300840,"Glastonbury","CT",900331240,2014,"Commuters","Number",16
"Agawam","MA",2501300840,"Newington","CT",900352140,2014,"Commuters","Number",15
"Agawam","MA",2501300840,"Berlin","CT",900304300,2014,"Commuters","Number",14
"Agawam","MA",2501300840,"Stamford","CT",900173070,2014,"Commuters","Number",14
"Agawam","MA",2501300840,"Vernon","CT",901378250,2014,"Commuters","Number",14
"Agawam","MA",2501300840,"New Britain","CT",900350440,2014,"Commuters","Number",12
"Agawam","MA",2501300840,"New Haven","CT",900952070,2014,"Commuters","Number",12
"Agawam","MA",2501300840,"Wallingford","CT",900978740,2014,"Commuters","Number",12
"Agawam","MA",2501300840,"Rocky Hill","CT",900365370,2014,"Commuters","Number",11
"Agawam","MA",2501300840,"Stafford","CT",901372090,2014,"Commuters","Number",11
"Agawam","MA",2501300840,"Meriden","CT",900946520,2014,"Commuters","Number",10
"Agawam","MA",2501300840,"Danbury","CT",900118500,2014,"Commuters","Number",9
"Agawam","MA",2501300840,"Ellington","CT",901325360,2014,"Commuters","Number",9
"Agawam","MA",2501300840,"Killingly","CT",901540500,2014,"Commuters","Number",8
"Agawam","MA",2501300840,"Middletown","CT",900747360,2014,"Commuters","Number",8
"Agawam","MA",2501300840,"Milford","CT",900947535,2014,"Commuters","Number",8
"Agawam","MA",2501300840,"North Haven","CT",900954870,2014,"Commuters","Number",8
"Agawam","MA",2501300840,"Bridgeport","CT",900108070,2014,"Commuters","Number",7
"Agawam","MA",2501300840,"Cheshire","CT",900914160,2014,"Commuters","Number",7
"Agawam","MA",2501300840,"Norwalk","CT",900156060,2014,"Commuters","Number",7
"Agawam","MA",2501300840,"Tolland","CT",901376290,2014,"Commuters","Number",7
"Agawam","MA",2501300840,"Mansfield","CT",901344910,2014,"Commuters","Number",6
"Agawam","MA",2501300840,"Southington","CT",900370550,2014,"Commuters","Number",6
"Agawam","MA",2501300840,"Wethersfield","CT",900384900,2014,"Commuters","Number",6
"Agawam","MA",2501300840,"Bristol","CT",900308490,2014,"Commuters","Number",5
"Agawam","MA",2501300840,"Norwich","CT",901156270,2014,"Commuters","Number",5
"Agawam","MA",2501300840,"Waterbury","CT",900980070,2014,"Commuters","Number",5
"Agawam","MA",2501300840,"Canton","CT",900312270,2014,"Commuters","Number",4
"Agawam","MA",2501300840,"Orange","CT",900957600,2014,"Commuters","Number",4
"Agawam","MA",2501300840,"Torrington","CT",900576570,2014,"Commuters","Number",4
"Agawam","MA",2501300840,"Waterford","CT",901180280,2014,"Commuters","Number",4
"Agawam","MA",2501300840,"West Haven","CT",900982870,2014,"Commuters","Number",4
"Agawam","MA",2501300840,"Barkhamsted","CT",900502760,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Colchester","CT",901115910,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"East Lyme","CT",901123400,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Hamden","CT",900935650,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Middlefield","CT",900747080,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"New Hartford","CT",900551350,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"New Milford","CT",900552630,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Plainville","CT",900360120,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Shelton","CT",900168170,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Watertown","CT",900580490,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Willington","CT",901385950,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Windham","CT",901586790,2014,"Commuters","Number",3
"Agawam","MA",2501300840,"Cromwell","CT",900718080,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Durham","CT",900720810,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Groton","CT",901134250,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Lisbon","CT",901143230,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Middlebury","CT",900946940,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Naugatuck","CT",900949950,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"New London","CT",901152350,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"North Branford","CT",900953890,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Putnam","CT",901562710,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Salisbury","CT",900566420,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Stratford","CT",900174190,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Washington","CT",900579720,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Wilton","CT",900186370,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Winchester","CT",900586440,2014,"Commuters","Number",2
"Agawam","MA",2501300840,"Bethel","CT",900104720,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Bolton","CT",901306260,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Branford","CT",900907310,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Brookfield","CT",900108980,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Canterbury","CT",901512130,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Clinton","CT",900715350,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Litchfield","CT",900543370,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Montville","CT",901148900,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Morris","CT",900549460,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Newtown","CT",900152980,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"North Canaan","CT",900554030,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Old Lyme","CT",901157040,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Plainfield","CT",901559980,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Portland","CT",900761800,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Ridgefield","CT",900163970,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Seymour","CT",900967610,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Southbury","CT",900969640,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Union","CT",901377830,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Westbrook","CT",900781680,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Wolcott","CT",900987560,2014,"Commuters","Number",1
"Agawam","MA",2501300840,"Woodbury","CT",900587910,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Greenwich","CT",900133620,2014,"Commuters","Number",6
"Albany","NY",3600101000,"Shelton","CT",900168170,2014,"Commuters","Number",6
"Albany","NY",3600101000,"Farmington","CT",900327600,2014,"Commuters","Number",5
"Albany","NY",3600101000,"Stamford","CT",900173070,2014,"Commuters","Number",5
"Albany","NY",3600101000,"Bridgeport","CT",900108070,2014,"Commuters","Number",4
"Albany","NY",3600101000,"Fairfield","CT",900126620,2014,"Commuters","Number",4
"Albany","NY",3600101000,"Glastonbury","CT",900331240,2014,"Commuters","Number",4
"Albany","NY",3600101000,"New Haven","CT",900952070,2014,"Commuters","Number",4
"Albany","NY",3600101000,"Danbury","CT",900118500,2014,"Commuters","Number",3
"Albany","NY",3600101000,"Bethel","CT",900104720,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Cheshire","CT",900914160,2014,"Commuters","Number",2
"Albany","NY",3600101000,"East Haven","CT",900922910,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Essex","CT",900726270,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Hamden","CT",900935650,2014,"Commuters","Number",2
"Albany","NY",3600101000,"North Haven","CT",900954870,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Rocky Hill","CT",900365370,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Waterbury","CT",900980070,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Windsor","CT",900387000,2014,"Commuters","Number",2
"Albany","NY",3600101000,"Brookfield","CT",900108980,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Chester","CT",900714300,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Enfield","CT",900325990,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Groton","CT",901134250,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Manchester","CT",900344700,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Mansfield","CT",901344910,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Meriden","CT",900946520,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Middlefield","CT",900747080,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Middletown","CT",900747360,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Milford","CT",900947535,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Monroe","CT",900148620,2014,"Commuters","Number",1
"Albany","NY",3600101000,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Newington","CT",900352140,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Oxford","CT",900958300,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Plainville","CT",900360120,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Plymouth","CT",900560750,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Ridgefield","CT",900163970,2014,"Commuters","Number",1
"Albany","NY",3600101000,"South Windsor","CT",900371390,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Sprague","CT",901171670,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Wallingford","CT",900978740,2014,"Commuters","Number",1
"Albany","NY",3600101000,"West Haven","CT",900982870,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Westport","CT",900183500,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Wilton","CT",900186370,2014,"Commuters","Number",1
"Albany","NY",3600101000,"Woodstock","CT",901588190,2014,"Commuters","Number",1
"Albion","NY",3607501055,"Darien","CT",900118850,2014,"Commuters","Number",1
"Alden","NY",3602901099,"Meriden","CT",900946520,2014,"Commuters","Number",1
"Alden","NY",3602901099,"Norwalk","CT",900156060,2014,"Commuters","Number",1
"Alden","NY",3602901099,"Stamford","CT",900173070,2014,"Commuters","Number",1
"Alexandria","NY",3604501176,"Guilford","CT",900934950,2014,"Commuters","Number",1
"Alexandria","NY",3604501176,"Winchester","CT",900586440,2014,"Commuters","Number",1
"Alford","MA",2500300975,"North Canaan","CT",900554030,2014,"Commuters","Number",4
"Alford","MA",2500300975,"Hartford","CT",900337070,2014,"Commuters","Number",2
"Alford","MA",2500300975,"Salisbury","CT",900566420,2014,"Commuters","Number",2
"Alford","MA",2500300975,"Bloomfield","CT",900305910,2014,"Commuters","Number",1
"Alford","MA",2500300975,"East Hartford","CT",900322630,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Ellington","CT",901325360,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Granby","CT",900332640,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Manchester","CT",900344700,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Mansfield","CT",901344910,2014,"Commuters","Number",1
"Alford","MA",2500300975,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Newington","CT",900352140,2014,"Commuters","Number",1
"Alford","MA",2500300975,"New Milford","CT",900552630,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Sharon","CT",900567960,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Simsbury","CT",900368940,2014,"Commuters","Number",1
"Alford","MA",2500300975,"South Windsor","CT",900371390,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Thompson","CT",901575870,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Vernon","CT",901378250,2014,"Commuters","Number",1
"Alford","MA",2500300975,"West Hartford","CT",900382590,2014,"Commuters","Number",1
"Alford","MA",2500300975,"Windsor","CT",900387000,2014,"Commuters","Number",1
"Allegany","NY",3600901297,"Danbury","CT",900118500,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Sharon","CT",900567960,2014,"Commuters","Number",55
"Amenia","NY",3602701693,"Salisbury","CT",900566420,2014,"Commuters","Number",30
"Amenia","NY",3602701693,"Kent","CT",900540290,2014,"Commuters","Number",14
"Amenia","NY",3602701693,"North Canaan","CT",900554030,2014,"Commuters","Number",11
"Amenia","NY",3602701693,"New Milford","CT",900552630,2014,"Commuters","Number",9
"Amenia","NY",3602701693,"Danbury","CT",900118500,2014,"Commuters","Number",8
"Amenia","NY",3602701693,"Greenwich","CT",900133620,2014,"Commuters","Number",8
"Amenia","NY",3602701693,"Stamford","CT",900173070,2014,"Commuters","Number",5
"Amenia","NY",3602701693,"Bridgeport","CT",900108070,2014,"Commuters","Number",3
"Amenia","NY",3602701693,"Norwalk","CT",900156060,2014,"Commuters","Number",3
"Amenia","NY",3602701693,"Enfield","CT",900325990,2014,"Commuters","Number",2
"Amenia","NY",3602701693,"Ridgefield","CT",900163970,2014,"Commuters","Number",2
"Amenia","NY",3602701693,"Warren","CT",900579510,2014,"Commuters","Number",2
"Amenia","NY",3602701693,"West Hartford","CT",900382590,2014,"Commuters","Number",2
"Amenia","NY",3602701693,"Canaan","CT",900510940,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Colebrook","CT",900516050,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Cornwall","CT",900517240,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Haddam","CT",900735230,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Hartford","CT",900337070,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Madison","CT",900944560,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Meriden","CT",900946520,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Milford","CT",900947535,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Montville","CT",901148900,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Naugatuck","CT",900949950,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"New Britain","CT",900350440,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"New Canaan","CT",900150580,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Newington","CT",900352140,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Newtown","CT",900152980,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Norfolk","CT",900553470,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Torrington","CT",900576570,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Vernon","CT",901378250,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Washington","CT",900579720,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Waterbury","CT",900980070,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Waterford","CT",901180280,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Westport","CT",900183500,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Wilton","CT",900186370,2014,"Commuters","Number",1
"Amenia","NY",3602701693,"Winchester","CT",900586440,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"East Hartford","CT",900322630,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Hartford","CT",900337070,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"New Haven","CT",900952070,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Newington","CT",900352140,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Rocky Hill","CT",900365370,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Stonington","CT",901173770,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Suffield","CT",900374540,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Trumbull","CT",900177200,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"West Hartford","CT",900382590,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Windham","CT",901586790,2014,"Commuters","Number",1
"Amesbury","MA",2500901260,"Windsor","CT",900387000,2014,"Commuters","Number",1
"Amherst","MA",2501501325,"Hartford","CT",900337070,2014,"Commuters","Number",92
"Amherst","MA",2501501325,"Windsor","CT",900387000,2014,"Commuters","Number",50
"Amherst","MA",2501501325,"Enfield","CT",900325990,2014,"Commuters","Number",34
"Amherst","MA",2501501325,"Bloomfield","CT",900305910,2014,"Commuters","Number",18
"Amherst","MA",2501501325,"Windsor Locks","CT",900387070,2014,"Commuters","Number",18
"Amherst","MA",2501501325,"Farmington","CT",900327600,2014,"Commuters","Number",16
"Amherst","MA",2501501325,"Manchester","CT",900344700,2014,"Commuters","Number",13
"Amherst","MA",2501501325,"East Hartford","CT",900322630,2014,"Commuters","Number",11
"Amherst","MA",2501501325,"East Windsor","CT",900324800,2014,"Commuters","Number",10
"Amherst","MA",2501501325,"South Windsor","CT",900371390,2014,"Commuters","Number",10
"Amherst","MA",2501501325,"Middletown","CT",900747360,2014,"Commuters","Number",9
"Amherst","MA",2501501325,"Granby","CT",900332640,2014,"Commuters","Number",7
"Amherst","MA",2501501325,"Meriden","CT",900946520,2014,"Commuters","Number",7
"Amherst","MA",2501501325,"New Britain","CT",900350440,2014,"Commuters","Number",7
"Amherst","MA",2501501325,"Rocky Hill","CT",900365370,2014,"Commuters","Number",7
"Amherst","MA",2501501325,"Suffield","CT",900374540,2014,"Commuters","Number",7
"Amherst","MA",2501501325,"Waterbury","CT",900980070,2014,"Commuters","Number",6
"Amherst","MA",2501501325,"West Hartford","CT",900382590,2014,"Commuters","Number",6
"Amherst","MA",2501501325,"East Granby","CT",900322070,2014,"Commuters","Number",5
"Amherst","MA",2501501325,"Mansfield","CT",901344910,2014,"Commuters","Number",5
"Amherst","NY",3602902000,"New Haven","CT",900952070,2014,"Commuters","Number",5
"Amherst","MA",2501501325,"Simsbury","CT",900368940,2014,"Commuters","Number",5
"Amherst","MA",2501501325,"Danbury","CT",900118500,2014,"Commuters","Number",4
"Amherst","MA",2501501325,"Newington","CT",900352140,2014,"Commuters","Number",4
"Amherst","MA",2501501325,"Somers","CT",901369220,2014,"Commuters","Number",4
"Amherst","MA",2501501325,"Wallingford","CT",900978740,2014,"Commuters","Number",4
"Amherst","MA",2501501325,"Wethersfield","CT",900384900,2014,"Commuters","Number",4
"Amherst","MA",2501501325,"Berlin","CT",900304300,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Bridgeport","CT",900108070,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Bristol","CT",900308490,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Glastonbury","CT",900331240,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Hamden","CT",900935650,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"New Haven","CT",900952070,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Norwich","CT",901156270,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Shelton","CT",900168170,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Stafford","CT",901372090,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Vernon","CT",901378250,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Windham","CT",901586790,2014,"Commuters","Number",3
"Amherst","MA",2501501325,"Avon","CT",900302060,2014,"Commuters","Number",2
"Amherst","MA",2501501325,"Brooklyn","CT",901509190,2014,"Commuters","Number",2
"Amherst","MA",2501501325,"Canton","CT",900312270,2014,"Commuters","Number",2
"Amherst","MA",2501501325,"Ellington","CT",901325360,2014,"Commuters","Number",2
"Amherst","NY",3602902000,"Hartford","CT",900337070,2014,"Commuters","Number",2
