"Residence","Residence State","Residence FIPS","Workplace","Workplace State","Workplace FIPS","Year","Variable","Measure Type","Value"
"Monson","MA",2501342145,"Suffield","CT",900374540,2014,"Commuters","Number",4
"Monson","MA",2501342145,"Middletown","CT",900747360,2014,"Commuters","Number",3
"Monson","MA",2501342145,"New Britain","CT",900350440,2014,"Commuters","Number",3
"Monson","MA",2501342145,"Newington","CT",900352140,2014,"Commuters","Number",3
"Monson","MA",2501342145,"Tolland","CT",901376290,2014,"Commuters","Number",3
"Monson","MA",2501342145,"Waterbury","CT",900980070,2014,"Commuters","Number",3
"Monson","MA",2501342145,"West Haven","CT",900982870,2014,"Commuters","Number",3
"Monson","MA",2501342145,"Berlin","CT",900304300,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Coventry","CT",901317800,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Killingly","CT",901540500,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Ledyard","CT",901142600,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Newtown","CT",900152980,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Putnam","CT",901562710,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Rocky Hill","CT",900365370,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Shelton","CT",900168170,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Stamford","CT",900173070,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Union","CT",901377830,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Wallingford","CT",900978740,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Wethersfield","CT",900384900,2014,"Commuters","Number",2
"Monson","MA",2501342145,"Avon","CT",900302060,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Bolton","CT",901306260,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Branford","CT",900907310,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Bristol","CT",900308490,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Cheshire","CT",900914160,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Darien","CT",900118850,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Durham","CT",900720810,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Eastford","CT",901521860,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Granby","CT",900332640,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Greenwich","CT",900133620,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Killingworth","CT",900740710,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Montville","CT",901148900,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Naugatuck","CT",900949950,2014,"Commuters","Number",1
"Monson","MA",2501342145,"North Branford","CT",900953890,2014,"Commuters","Number",1
"Monson","MA",2501342145,"North Haven","CT",900954870,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Norwich","CT",901156270,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Old Lyme","CT",901157040,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Old Saybrook","CT",900757320,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Plainville","CT",900360120,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Southington","CT",900370550,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Stonington","CT",901173770,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Torrington","CT",900576570,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Trumbull","CT",900177200,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Waterford","CT",901180280,2014,"Commuters","Number",1
"Monson","MA",2501342145,"Watertown","CT",900580490,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Hartford","CT",900337070,2014,"Commuters","Number",14
"Montague","MA",2501142285,"Enfield","CT",900325990,2014,"Commuters","Number",10
"Montague","MA",2501142285,"West Hartford","CT",900382590,2014,"Commuters","Number",9
"Montague","MA",2501142285,"Windsor","CT",900387000,2014,"Commuters","Number",8
"Montague","MA",2501142285,"Manchester","CT",900344700,2014,"Commuters","Number",7
"Montague","MA",2501142285,"South Windsor","CT",900371390,2014,"Commuters","Number",5
"Montague","MA",2501142285,"Bloomfield","CT",900305910,2014,"Commuters","Number",4
"Montague","MA",2501142285,"East Hartford","CT",900322630,2014,"Commuters","Number",4
"Montague","MA",2501142285,"Torrington","CT",900576570,2014,"Commuters","Number",4
"Montague","MA",2501142285,"Glastonbury","CT",900331240,2014,"Commuters","Number",3
"Montague","MA",2501142285,"Mansfield","CT",901344910,2014,"Commuters","Number",3
"Montague","MA",2501142285,"Vernon","CT",901378250,2014,"Commuters","Number",3
"Montague","MA",2501142285,"East Lyme","CT",901123400,2014,"Commuters","Number",2
"Montague","MA",2501142285,"Naugatuck","CT",900949950,2014,"Commuters","Number",2
"Montague","MA",2501142285,"New Haven","CT",900952070,2014,"Commuters","Number",2
"Montague","MA",2501142285,"North Canaan","CT",900554030,2014,"Commuters","Number",2
"Montague","MA",2501142285,"Simsbury","CT",900368940,2014,"Commuters","Number",2
"Montague","MA",2501142285,"Stafford","CT",901372090,2014,"Commuters","Number",2
"Montague","MA",2501142285,"Woodstock","CT",901588190,2014,"Commuters","Number",2
"Montague","MA",2501142285,"Andover","CT",901301080,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Barkhamsted","CT",900502760,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Bolton","CT",901306260,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Cheshire","CT",900914160,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Coventry","CT",901317800,2014,"Commuters","Number",1
"Montague","MA",2501142285,"East Granby","CT",900322070,2014,"Commuters","Number",1
"Montague","MA",2501142285,"East Windsor","CT",900324800,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Farmington","CT",900327600,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Granby","CT",900332640,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Lisbon","CT",901143230,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Meriden","CT",900946520,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Milford","CT",900947535,2014,"Commuters","Number",1
"Montague","MA",2501142285,"New Hartford","CT",900551350,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Newington","CT",900352140,2014,"Commuters","Number",1
"Montague","MA",2501142285,"New London","CT",901152350,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Plainville","CT",900360120,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Salisbury","CT",900566420,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Seymour","CT",900967610,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Shelton","CT",900168170,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Southington","CT",900370550,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Suffield","CT",900374540,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Thomaston","CT",900575730,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Thompson","CT",901575870,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Waterbury","CT",900980070,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Willington","CT",901385950,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Winchester","CT",900586440,2014,"Commuters","Number",1
"Montague","MA",2501142285,"Windsor Locks","CT",900387070,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"North Canaan","CT",900554030,2014,"Commuters","Number",7
"Monterey","MA",2500342460,"Windsor","CT",900387000,2014,"Commuters","Number",5
"Monterey","MA",2500342460,"Avon","CT",900302060,2014,"Commuters","Number",3
"Monterey","MA",2500342460,"Enfield","CT",900325990,2014,"Commuters","Number",3
"Monterey","MA",2500342460,"Hartford","CT",900337070,2014,"Commuters","Number",3
"Monterey","MA",2500342460,"Torrington","CT",900576570,2014,"Commuters","Number",3
"Monterey","MA",2500342460,"Manchester","CT",900344700,2014,"Commuters","Number",2
"Monterey","MA",2500342460,"Vernon","CT",901378250,2014,"Commuters","Number",2
"Monterey","MA",2500342460,"Bolton","CT",901306260,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"East Hartford","CT",900322630,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"East Windsor","CT",900324800,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"Goshen","CT",900532290,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"Mansfield","CT",901344910,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"New Hartford","CT",900551350,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"Pomfret","CT",901561030,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"Sharon","CT",900567960,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"South Windsor","CT",900371390,2014,"Commuters","Number",1
"Monterey","MA",2500342460,"West Hartford","CT",900382590,2014,"Commuters","Number",1
"Montezuma","NY",3601148131,"Hamden","CT",900935650,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Danbury","CT",900118500,2014,"Commuters","Number",16
"Montgomery","NY",3607148153,"Stamford","CT",900173070,2014,"Commuters","Number",12
"Montgomery","MA",2501342530,"Bloomfield","CT",900305910,2014,"Commuters","Number",8
"Montgomery","MA",2501342530,"Hartford","CT",900337070,2014,"Commuters","Number",8
"Montgomery","NY",3607148153,"Greenwich","CT",900133620,2014,"Commuters","Number",7
"Montgomery","MA",2501342530,"Simsbury","CT",900368940,2014,"Commuters","Number",6
"Montgomery","MA",2501342530,"Enfield","CT",900325990,2014,"Commuters","Number",5
"Montgomery","NY",3607148153,"Ridgefield","CT",900163970,2014,"Commuters","Number",5
"Montgomery","MA",2501342530,"East Hartford","CT",900322630,2014,"Commuters","Number",4
"Montgomery","MA",2501342530,"Farmington","CT",900327600,2014,"Commuters","Number",4
"Montgomery","NY",3607148153,"New Haven","CT",900952070,2014,"Commuters","Number",4
"Montgomery","NY",3607148153,"Newtown","CT",900152980,2014,"Commuters","Number",4
"Montgomery","MA",2501342530,"Torrington","CT",900576570,2014,"Commuters","Number",4
"Montgomery","MA",2501342530,"East Granby","CT",900322070,2014,"Commuters","Number",3
"Montgomery","NY",3607148153,"Fairfield","CT",900126620,2014,"Commuters","Number",3
"Montgomery","NY",3607148153,"Farmington","CT",900327600,2014,"Commuters","Number",3
"Montgomery","NY",3607148153,"Norwalk","CT",900156060,2014,"Commuters","Number",3
"Montgomery","MA",2501342530,"Windsor","CT",900387000,2014,"Commuters","Number",3
"Montgomery","MA",2501342530,"Windsor Locks","CT",900387070,2014,"Commuters","Number",3
"Montgomery","NY",3607148153,"Clinton","CT",900715350,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"East Hartford","CT",900322630,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"Hartford","CT",900337070,2014,"Commuters","Number",2
"Montgomery","MA",2501342530,"Manchester","CT",900344700,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"New Britain","CT",900350440,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"New Canaan","CT",900150580,2014,"Commuters","Number",2
"Montgomery","MA",2501342530,"South Windsor","CT",900371390,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"Stratford","CT",900174190,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"Waterbury","CT",900980070,2014,"Commuters","Number",2
"Montgomery","NY",3607148153,"Wilton","CT",900186370,2014,"Commuters","Number",2
"Montgomery","MA",2501342530,"Avon","CT",900302060,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Barkhamsted","CT",900502760,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Bethel","CT",900104720,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Branford","CT",900907310,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Cheshire","CT",900914160,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Cromwell","CT",900718080,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"East Granby","CT",900322070,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"East Windsor","CT",900324800,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Enfield","CT",900325990,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Glastonbury","CT",900331240,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Granby","CT",900332640,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Hamden","CT",900935650,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Middletown","CT",900747360,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Milford","CT",900947535,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Newington","CT",900352140,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"New Milford","CT",900552630,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Norfolk","CT",900553470,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"North Haven","CT",900954870,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Plainville","CT",900360120,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Redding","CT",900163480,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Shelton","CT",900168170,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Simsbury","CT",900368940,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Somers","CT",901369220,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Somers","CT",901369220,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Southbury","CT",900969640,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Stafford","CT",901372090,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Stonington","CT",901173770,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Suffield","CT",900374540,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Trumbull","CT",900177200,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Wallingford","CT",900978740,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Watertown","CT",900580490,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"West Hartford","CT",900382590,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Westport","CT",900183500,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Winchester","CT",900586440,2014,"Commuters","Number",1
"Montgomery","NY",3607148153,"Windsor Locks","CT",900387070,2014,"Commuters","Number",1
"Montgomery","MA",2501342530,"Woodstock","CT",901588190,2014,"Commuters","Number",1
"Montville","CT",901148900,"Montville","CT",901148900,2014,"Commuters","Number",2100
"Montville","CT",901148900,"Groton","CT",901134250,2014,"Commuters","Number",1095
"Montville","CT",901148900,"New London","CT",901152350,2014,"Commuters","Number",741
"Montville","CT",901148900,"Norwich","CT",901156270,2014,"Commuters","Number",740
"Montville","CT",901148900,"Waterford","CT",901180280,2014,"Commuters","Number",581
"Montville","CT",901148900,"Ledyard","CT",901142600,2014,"Commuters","Number",425
"Montville","CT",901148900,"Hartford","CT",900337070,2014,"Commuters","Number",302
"Montville","CT",901148900,"East Lyme","CT",901123400,2014,"Commuters","Number",225
"Montville","CT",901148900,"Stonington","CT",901173770,2014,"Commuters","Number",136
"Montville","CT",901148900,"Old Lyme","CT",901157040,2014,"Commuters","Number",121
"Montville","CT",901148900,"East Hartford","CT",900322630,2014,"Commuters","Number",112
"Montville","CT",901148900,"Old Saybrook","CT",900757320,2014,"Commuters","Number",108
"Montville","CT",901148900,"Manchester","CT",900344700,2014,"Commuters","Number",100
"Montville","CT",901148900,"Boston","MA",2502507000,2014,"Commuters","Number",93
"Montville","CT",901148900,"Windham","CT",901586790,2014,"Commuters","Number",87
"Montville","CT",901148900,"Middletown","CT",900747360,2014,"Commuters","Number",86
"Montville","CT",901148900,"Farmington","CT",900327600,2014,"Commuters","Number",81
"Montville","CT",901148900,"Colchester","CT",901115910,2014,"Commuters","Number",66
"Montville","CT",901148900,"Newington","CT",900352140,2014,"Commuters","Number",63
"Montville","CT",901148900,"New Haven","CT",900952070,2014,"Commuters","Number",61
"Montville","CT",901148900,"Bozrah","CT",901106820,2014,"Commuters","Number",56
"Montville","CT",901148900,"Glastonbury","CT",900331240,2014,"Commuters","Number",55
"Montville","CT",901148900,"West Hartford","CT",900382590,2014,"Commuters","Number",53
"Montville","CT",901148900,"Killingly","CT",901540500,2014,"Commuters","Number",52
"Montville","CT",901148900,"Rocky Hill","CT",900365370,2014,"Commuters","Number",52
"Montville","CT",901148900,"Plainfield","CT",901559980,2014,"Commuters","Number",46
"Montville","CT",901148900,"Bloomfield","CT",900305910,2014,"Commuters","Number",43
"Montville","CT",901148900,"Lisbon","CT",901143230,2014,"Commuters","Number",43
"Montville","CT",901148900,"Meriden","CT",900946520,2014,"Commuters","Number",43
"Montville","CT",901148900,"Windsor","CT",900387000,2014,"Commuters","Number",43
"Montville","CT",901148900,"Franklin","CT",901129910,2014,"Commuters","Number",42
"Montville","CT",901148900,"Salem","CT",901166210,2014,"Commuters","Number",42
"Montville","CT",901148900,"Waterbury","CT",900980070,2014,"Commuters","Number",41
"Montville","CT",901148900,"New Britain","CT",900350440,2014,"Commuters","Number",39
"Montville","CT",901148900,"North Stonington","CT",901155500,2014,"Commuters","Number",39
"Montville","CT",901148900,"Mansfield","CT",901344910,2014,"Commuters","Number",38
"Montville","CT",901148900,"Stamford","CT",900173070,2014,"Commuters","Number",38
"Montville","CT",901148900,"Westbrook","CT",900781680,2014,"Commuters","Number",38
"Montville","CT",901148900,"Danbury","CT",900118500,2014,"Commuters","Number",34
"Montville","CT",901148900,"Essex","CT",900726270,2014,"Commuters","Number",32
"Montville","CT",901148900,"Preston","CT",901162150,2014,"Commuters","Number",32
"Montville","CT",901148900,"Wallingford","CT",900978740,2014,"Commuters","Number",32
"Montville","CT",901148900,"North Haven","CT",900954870,2014,"Commuters","Number",31
"Montville","CT",901148900,"Cambridge","MA",2501711000,2014,"Commuters","Number",30
"Montville","CT",901148900,"Griswold","CT",901133900,2014,"Commuters","Number",30
"Montville","CT",901148900,"Wethersfield","CT",900384900,2014,"Commuters","Number",30
"Montville","CT",901148900,"Vernon","CT",901378250,2014,"Commuters","Number",29
"Montville","CT",901148900,"Berlin","CT",900304300,2014,"Commuters","Number",27
"Montville","CT",901148900,"Springfield","MA",2501367000,2014,"Commuters","Number",27
"Montville","CT",901148900,"Bridgeport","CT",900108070,2014,"Commuters","Number",26
"Montville","CT",901148900,"Bristol","CT",900308490,2014,"Commuters","Number",26
"Montville","CT",901148900,"Enfield","CT",900325990,2014,"Commuters","Number",26
"Montville","CT",901148900,"Milford","CT",900947535,2014,"Commuters","Number",26
"Montville","CT",901148900,"Putnam","CT",901562710,2014,"Commuters","Number",25
"Montville","CT",901148900,"Chester","CT",900714300,2014,"Commuters","Number",24
"Montville","CT",901148900,"Woburn","MA",2501781035,2014,"Commuters","Number",24
"Montville","CT",901148900,"Worcester","MA",2502782000,2014,"Commuters","Number",24
"Montville","CT",901148900,"Shelton","CT",900168170,2014,"Commuters","Number",23
"Montville","CT",901148900,"Lebanon","CT",901142390,2014,"Commuters","Number",22
"Montville","CT",901148900,"Southington","CT",900370550,2014,"Commuters","Number",22
"Montville","CT",901148900,"Hamden","CT",900935650,2014,"Commuters","Number",21
"Montville","CT",901148900,"South Windsor","CT",900371390,2014,"Commuters","Number",21
"Montville","CT",901148900,"Windsor Locks","CT",900387070,2014,"Commuters","Number",21
"Montville","CT",901148900,"Clinton","CT",900715350,2014,"Commuters","Number",19
"Montville","CT",901148900,"Guilford","CT",900934950,2014,"Commuters","Number",18
"Montville","CT",901148900,"East Haddam","CT",900722280,2014,"Commuters","Number",17
"Montville","CT",901148900,"Greenwich","CT",900133620,2014,"Commuters","Number",17
"Montville","CT",901148900,"Watertown","CT",900580490,2014,"Commuters","Number",17
"Montville","CT",901148900,"Cromwell","CT",900718080,2014,"Commuters","Number",16
"Montville","CT",901148900,"Deep River","CT",900719130,2014,"Commuters","Number",16
"Montville","CT",901148900,"Andover","MA",2500901465,2014,"Commuters","Number",15
"Montville","CT",901148900,"Burlington","MA",2501709840,2014,"Commuters","Number",15
"Montville","CT",901148900,"Madison","CT",900944560,2014,"Commuters","Number",15
"Montville","CT",901148900,"Plainville","CT",900360120,2014,"Commuters","Number",15
"Montville","CT",901148900,"Sprague","CT",901171670,2014,"Commuters","Number",15
"Montville","CT",901148900,"Stratford","CT",900174190,2014,"Commuters","Number",15
"Montville","CT",901148900,"Branford","CT",900907310,2014,"Commuters","Number",14
"Montville","CT",901148900,"Fairfield","CT",900126620,2014,"Commuters","Number",14
"Montville","CT",901148900,"East Hampton","CT",900722490,2014,"Commuters","Number",13
"Montville","CT",901148900,"Chicopee","MA",2501313660,2014,"Commuters","Number",12
"Montville","CT",901148900,"Leominster","MA",2502735075,2014,"Commuters","Number",12
"Montville","CT",901148900,"Marlborough","MA",2501738715,2014,"Commuters","Number",12
"Montville","CT",901148900,"Torrington","CT",900576570,2014,"Commuters","Number",12
"Montville","CT",901148900,"Avon","CT",900302060,2014,"Commuters","Number",11
"Montville","CT",901148900,"Chaplin","CT",901513810,2014,"Commuters","Number",11
"Montville","CT",901148900,"Cheshire","CT",900914160,2014,"Commuters","Number",11
"Montville","CT",901148900,"Norwalk","CT",900156060,2014,"Commuters","Number",11
"Montville","CT",901148900,"Simsbury","CT",900368940,2014,"Commuters","Number",11
"Montville","CT",901148900,"Trumbull","CT",900177200,2014,"Commuters","Number",11
"Montville","CT",901148900,"West Haven","CT",900982870,2014,"Commuters","Number",11
"Montville","CT",901148900,"North Branford","CT",900953890,2014,"Commuters","Number",10
"Montville","CT",901148900,"East Haven","CT",900922910,2014,"Commuters","Number",9
"Montville","CT",901148900,"Hampton","CT",901536000,2014,"Commuters","Number",9
"Montville","CT",901148900,"Lawrence","MA",2500934550,2014,"Commuters","Number",9
"Montville","CT",901148900,"Lowell","MA",2501737000,2014,"Commuters","Number",9
"Montville","CT",901148900,"Newton","MA",2501745560,2014,"Commuters","Number",9
"Montville","CT",901148900,"Orange","CT",900957600,2014,"Commuters","Number",9
"Montville","CT",901148900,"Pittsfield","MA",2500353960,2014,"Commuters","Number",9
"Montville","CT",901148900,"Suffield","CT",900374540,2014,"Commuters","Number",9
"Montville","CT",901148900,"Durham","CT",900720810,2014,"Commuters","Number",8
"Montville","CT",901148900,"East Windsor","CT",900324800,2014,"Commuters","Number",8
"Montville","CT",901148900,"Monroe","CT",900148620,2014,"Commuters","Number",8
"Montville","CT",901148900,"Newtown","CT",900152980,2014,"Commuters","Number",8
"Montville","CT",901148900,"Portland","CT",900761800,2014,"Commuters","Number",8
"Montville","CT",901148900,"Woodstock","CT",901588190,2014,"Commuters","Number",8
"Montville","CT",901148900,"Sterling","CT",901573420,2014,"Commuters","Number",7
"Montville","CT",901148900,"Tolland","CT",901376290,2014,"Commuters","Number",7
"Montville","CT",901148900,"Westport","CT",900183500,2014,"Commuters","Number",7
"Montville","CT",901148900,"Agawam","MA",2501300840,2014,"Commuters","Number",6
"Montville","CT",901148900,"Beverly","MA",2500905595,2014,"Commuters","Number",6
"Montville","CT",901148900,"Braintree","MA",2502107740,2014,"Commuters","Number",6
"Montville","CT",901148900,"Brookfield","CT",900108980,2014,"Commuters","Number",6
"Montville","CT",901148900,"Columbia","CT",901316400,2014,"Commuters","Number",6
"Montville","CT",901148900,"Dartmouth","MA",2500516425,2014,"Commuters","Number",6
"Montville","CT",901148900,"Derby","CT",900919550,2014,"Commuters","Number",6
"Montville","CT",901148900,"Fairhaven","MA",2500522130,2014,"Commuters","Number",6
"Montville","CT",901148900,"Framingham","MA",2501724925,2014,"Commuters","Number",6
"Montville","CT",901148900,"Holyoke","MA",2501330840,2014,"Commuters","Number",6
"Montville","CT",901148900,"Medford","MA",2501739835,2014,"Commuters","Number",6
"Montville","CT",901148900,"Nantucket","MA",2501943790,2014,"Commuters","Number",6
"Montville","CT",901148900,"Natick","MA",2501743895,2014,"Commuters","Number",6
"Montville","CT",901148900,"Naugatuck","CT",900949950,2014,"Commuters","Number",6
"Montville","CT",901148900,"Needham","MA",2502144105,2014,"Commuters","Number",6
"Montville","CT",901148900,"Plymouth","MA",2502354310,2014,"Commuters","Number",6
"Montville","CT",901148900,"Quincy","MA",2502155745,2014,"Commuters","Number",6
"Montville","CT",901148900,"Rockland","MA",2502357775,2014,"Commuters","Number",6
"Montville","CT",901148900,"Sutton","MA",2502768610,2014,"Commuters","Number",6
"Montville","CT",901148900,"Swansea","MA",2500568750,2014,"Commuters","Number",6
"Montville","CT",901148900,"Waltham","MA",2501772600,2014,"Commuters","Number",6
"Montville","CT",901148900,"Watertown","MA",2501773440,2014,"Commuters","Number",6
"Montville","CT",901148900,"Westborough","MA",2502775015,2014,"Commuters","Number",6
"Montville","CT",901148900,"Westford","MA",2501776135,2014,"Commuters","Number",6
"Montville","CT",901148900,"Canterbury","CT",901512130,2014,"Commuters","Number",5
"Montville","CT",901148900,"Coventry","CT",901317800,2014,"Commuters","Number",5
"Montville","CT",901148900,"Lyme","CT",901144210,2014,"Commuters","Number",5
"Montville","CT",901148900,"Marlborough","CT",900345820,2014,"Commuters","Number",5
"Montville","CT",901148900,"Southbury","CT",900969640,2014,"Commuters","Number",5
"Montville","CT",901148900,"Stafford","CT",901372090,2014,"Commuters","Number",5
"Montville","CT",901148900,"Thompson","CT",901575870,2014,"Commuters","Number",5
"Montville","CT",901148900,"Hebron","CT",901337910,2014,"Commuters","Number",4
"Montville","CT",901148900,"Oxford","CT",900958300,2014,"Commuters","Number",4
"Montville","CT",901148900,"Pomfret","CT",901561030,2014,"Commuters","Number",4
"Montville","CT",901148900,"Acushnet","MA",2500500520,2014,"Commuters","Number",3
"Montville","CT",901148900,"Adams","MA",2500300555,2014,"Commuters","Number",3
"Montville","CT",901148900,"Amherst","MA",2501501325,2014,"Commuters","Number",3
"Montville","CT",901148900,"Attleboro","MA",2500502690,2014,"Commuters","Number",3
"Montville","CT",901148900,"Barnstable","MA",2500103690,2014,"Commuters","Number",3
"Montville","CT",901148900,"Boxborough","MA",2501707350,2014,"Commuters","Number",3
"Montville","CT",901148900,"Brockton","MA",2502309000,2014,"Commuters","Number",3
"Montville","CT",901148900,"Brookline","MA",2502109175,2014,"Commuters","Number",3
"Montville","CT",901148900,"Brooklyn","CT",901509190,2014,"Commuters","Number",3
"Montville","CT",901148900,"Canton","MA",2502111315,2014,"Commuters","Number",3
"Montville","CT",901148900,"Chatham","MA",2500112995,2014,"Commuters","Number",3
"Montville","CT",901148900,"Cohasset","MA",2502114640,2014,"Commuters","Number",3
"Montville","CT",901148900,"Danvers","MA",2500916250,2014,"Commuters","Number",3
"Montville","CT",901148900,"Deerfield","MA",2501116670,2014,"Commuters","Number",3
"Montville","CT",901148900,"Dudley","MA",2502717685,2014,"Commuters","Number",3
"Montville","CT",901148900,"East Granby","CT",900322070,2014,"Commuters","Number",3
"Montville","CT",901148900,"Easton","MA",2500520100,2014,"Commuters","Number",3
"Montville","CT",901148900,"Ellington","CT",901325360,2014,"Commuters","Number",3
"Montville","CT",901148900,"Fall River","MA",2500523000,2014,"Commuters","Number",3
"Montville","CT",901148900,"Falmouth","MA",2500123105,2014,"Commuters","Number",3
"Montville","CT",901148900,"Greenfield","MA",2501127100,2014,"Commuters","Number",3
"Montville","CT",901148900,"Hanover","MA",2502328285,2014,"Commuters","Number",3
"Montville","CT",901148900,"Hatfield","MA",2501529265,2014,"Commuters","Number",3
"Montville","CT",901148900,"Haverhill","MA",2500929405,2014,"Commuters","Number",3
"Montville","CT",901148900,"Hingham","MA",2502330210,2014,"Commuters","Number",3
"Montville","CT",901148900,"Holliston","MA",2501730700,2014,"Commuters","Number",3
"Montville","CT",901148900,"Hudson","MA",2501731540,2014,"Commuters","Number",3
"Montville","CT",901148900,"Lenox","MA",2500334970,2014,"Commuters","Number",3
